iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
SGP,Asia,Singapore,2020-02-19,84.0,3.0,4.857,,,,14.901,0.532,0.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-20,84.0,0.0,3.714,,,,14.901,0.0,0.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-21,85.0,1.0,2.571,,,,15.079,0.177,0.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-22,85.0,0.0,1.857,,,,15.079,0.0,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-23,89.0,4.0,2.0,,,,15.788,0.71,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-24,89.0,0.0,1.714,,,,15.788,0.0,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-25,91.0,2.0,1.429,,,,16.143,0.355,0.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-26,93.0,2.0,1.286,,,,16.498,0.355,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-27,93.0,0.0,1.286,,,,16.498,0.0,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
SGP,Asia,Singapore,2020-02-28,93.0,0.0,1.143,,,,16.498,0.0,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,5637022.0,,,,
